"Directory.Name"	"Species"	"Common.name"	"Other.species.names"	"Species.Taxonomy.ID"	"Taxonomic.Lineage"	"Assembly.name"	"NCBI.accession"	"Source.of.assembly"	"NCBI.assembly.name"	"NCBI.assembly.status"	"Assembly.submission.date"	"Assembly.submitter.organization"	"contig.N50..bp."	"scaffold.N50..bp."	"Zoonomia_name"
"158"	"Camelus_dromedarius__Arabian_camel__HLcamDro2__GCA_000803125.3"	"Camelus_dromedarius"	"Arabian camel"	"dromedary_camel,one-humped_camel,camel,dromedaries,dromedary"	9838	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Camelus"	"HLcamDro2"	"GCA_000803125.3"	"NCBI"	"CamDro3"	"Chromosome"	"2019-10-07"	"Vetmeduni Vienna"	236391	70369702	"camelus_dromedarius"
"159"	"Camelus_dromedarius__Arabian_camel__HLcamDro3A__GCF_036321535.1"	"Camelus_dromedarius"	"Arabian camel"	"dromedary,dromedary_camel,dromedaries,one-humped_camel,camel"	9838	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Camelus"	"HLcamDro3A"	"GCF_036321535.1"	"NCBI"	"mCamDro1.pat"	"Chromosome"	"2024-01-31"	"Vertebrate Genomes Project"	31216184	72991593	"camelus_dromedarius"
"160"	"Camelus_dromedarius__Arabian_camel__HLcamDro3B__GCA_036321565.1"	"Camelus_dromedarius"	"Arabian camel"	"one-humped_camel,dromedaries,dromedary_camel,camel,dromedary"	9838	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Camelus"	"HLcamDro3B"	"GCA_036321565.1"	"NCBI"	"mCamDro1.hap2"	"Chromosome"	"2024-01-31"	"Vertebrate Genomes Project"	28900355	70331411	"camelus_dromedarius"
"161"	"Camelus_ferus__Wild_Bactrian_camel__HLcamFer3__GCA_009834535.1"	"Camelus_ferus"	"Wild Bactrian camel"	"Camelus_bactrianus_ferus"	419612	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Camelus"	"HLcamFer3"	"GCA_009834535.1"	"NCBI"	"BCGSAC_Cfer_1.0"	"Chromosome"	"2020-01-08"	"The Bactrian Camels Genome Sequencing and Analysis Consortium"	5365398	76025729	"camelus_ferus"
"162"	"Vicugna_pacos__alpaca__HLvicPac4"	"Vicugna_pacos"	"alpaca"	"Lama_guanicoe_pacos,Lama_pacos"	30538	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Vicugna"	"HLvicPac4"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2021-02-12"	""	23086	73726673	"vicugna_pacos"
"163"	"Vicugna_pacos__Alpaca__HLvicPaco5__GCF_048564905.1"	"Vicugna_pacos"	"Alpaca"	"Camelus_pacos,Lama_pacos,Lama_guanicoe_pacos"	30538	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Tylopoda; Camelidae; Vicugna"	"HLvicPaco5"	"GCF_048564905.1"	"NCBI"	"VicPac4"	"Chromosome"	"2025-03-12"	"Texas A&M University"	40278543	75404351	"vicugna_pacos"
"164"	"Eubalaena_japonica__North_Pacific_right_whale__HLeubJap1__GCA_004363455.1"	"Eubalaena_japonica"	"North Pacific right whale"	""	302098	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Mysticeti; Balaenidae; Eubalaena"	"HLeubJap1"	"GCA_004363455.1"	"NCBI"	"EubJap_v1_BIUU"	"Scaffold"	"2019-03-22"	"Broad Institute"	34866	39813	"eubalaena_japonica"
"165"	"Balaenoptera_acutorostrata__minke_whale__HLbalAcu2__GCA_949987535.1"	"Balaenoptera_acutorostrata"	"minke whale"	"lesser_rorqual"	9767	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Mysticeti; Balaenopteridae; Balaenoptera"	"HLbalAcu2"	"GCA_949987535.1"	"NCBI"	"mBalAcu1.1"	"Chromosome"	"2023-05-01"	"WELLCOME SANGER INSTITUTE"	3015723	116513105	"balaenoptera_acutorostrata"
"166"	"Balaenoptera_bonaerensis__Antarctic_minke_whale__HLbalBon1__GCA_000978805.1"	"Balaenoptera_bonaerensis"	"Antarctic minke whale"	""	33556	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Mysticeti; Balaenopteridae; Balaenoptera"	"HLbalBon1"	"GCA_000978805.1"	"NCBI"	"ASM97880v1"	"Scaffold"	"2015-03-18"	"Division of Biological Science, Graduate School of Science, Kyoto University"	8410	20082	"balaenoptera_bonaerensis"
"167"	"Eschrichtius_robustus__grey_whale__HLescRob3__GCA_028021215.1"	"Eschrichtius_robustus"	"grey whale"	"gray_whale,California_gray_whale,Eschrichtius_gibbosus,Balaenoptera_robusta"	9764	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Mysticeti; Eschrichtiidae; Eschrichtius"	"HLescRob3"	"GCA_028021215.1"	"NCBI"	"mEscRob2.pri"	"Chromosome"	"2023-01-31"	"Vertebrate Genomes Project"	39209000	126538682	"eschrichtius_robustus"
"168"	"Orcinus_orca__killer_whale__HLorcOrc3__GCA_937001465.1"	"Orcinus_orca"	"killer whale"	"Orca"	9733	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Orcinus"	"HLorcOrc3"	"GCA_937001465.1"	"NCBI"	"mOrcOrc1.1"	"Chromosome"	"2022-05-03"	"WELLCOME SANGER INSTITUTE"	45583382	114219206	"orcinus_orca"
"169"	"Tursiops_truncatus__common_bottlenose_dolphin__HLturTru5__GCF_011762595.1"	"Tursiops_truncatus"	"common bottlenose dolphin"	"bottle-nosed_dolphin,Atlantic_bottlenose_dolphin"	9739	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Delphinidae; Tursiops"	"HLturTru5"	"GCF_011762595.1"	"NCBI"	"mTurTru1.mat.Y"	"Chromosome"	"2020-03-27"	"Vertebrate Genomes Project"	9729386	108430135	"tursiops_truncatus"
"170"	"Inia_geoffrensis__Boutu__HLiniGeo2A__GCA_036417435.1"	"Inia_geoffrensis"	"Boutu"	"Amazon_dolphin,boto,Amazon_river_dolphin,Delphinus_geoffrensis,pink_river_dolphin,Amazon_porpoise"	9725	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Iniidae; Inia"	"HLiniGeo2A"	"GCA_036417435.1"	"NCBI"	"mIniGeo1.hap1"	"Chromosome"	"2024-02-06"	"Cetaceans Genome Project"	40892022	117431308	"inia_geoffrensis"
"171"	"Inia_geoffrensis__Boutu__HLiniGeo2B__GCA_036417475.1"	"Inia_geoffrensis"	"Boutu"	"Amazon_dolphin,pink_river_dolphin,Delphinus_geoffrensis,Amazon_river_dolphin,Amazon_porpoise,boto"	9725	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Iniidae; Inia"	"HLiniGeo2B"	"GCA_036417475.1"	"NCBI"	"mIniGeo1.hap2"	"Chromosome"	"2024-02-06"	"Cetaceans Genome Project"	41942625	109672245	"inia_geoffrensis"
"172"	"Lipotes_vexillifer__Yangtze_River_dolphin__lipVex1__GCF_000442215.1"	"Lipotes_vexillifer"	"Yangtze River dolphin"	"baiji"	118797	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Lipotidae; Lipotes"	"lipVex1"	"GCF_000442215.1"	"NCBI"	"Lipotes_vexillifer_v1"	"Scaffold"	"2013-07-31"	"BGI"	31902	2419148	"lipotes_vexillifer"
"173"	"Delphinapterus_leucas__beluga_whale__HLdelLeu2__GCA_002288925.3"	"Delphinapterus_leucas"	"beluga whale"	"beluga,white_whale"	9749	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Monodontidae; Delphinapterus"	"HLdelLeu2"	"GCA_002288925.3"	"NCBI"	"ASM228892v3"	"Scaffold"	"2019-08-29"	"BC Cancer Agency"	196689	31183418	"delphinapterus_leucas"
"174"	"Delphinapterus_leucas__beluga_whale__HLdelLeu4__GCA_035221355.1"	"Delphinapterus_leucas"	"beluga whale"	"beluga,Delphinus_leucas,white_whale"	9749	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Monodontidae; Delphinapterus"	"HLdelLeu4"	"GCA_035221355.1"	"NCBI"	"mDelLeu1_p1.0"	"Scaffold"	"2024-01-08"	"Canada's Genomic Enterprise"	3310522	44354054	"delphinapterus_leucas"
"175"	"Monodon_monoceros__narwhal__HLmonMon1__GCA_005190385.2"	"Monodon_monoceros"	"narwhal"	""	40151	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Monodontidae; Monodon"	"HLmonMon1"	"GCA_005190385.2"	"NCBI"	"NGI_Narwhal_1"	"Scaffold"	"2019-05-06"	"The Narwhal Genome Initiative"	255327	107566389	"monodon_monoceros"
"176"	"Monodon_monoceros__narwhal__HLmonMon2__GCA_005190385.3"	"Monodon_monoceros"	"narwhal"	""	40151	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Monodontidae; Monodon"	"HLmonMon2"	"GCA_005190385.3"	"NCBI, JoanaDamas"	""	""	"2021-01-03"	""	22031227	108465051	"monodon_monoceros"
"177"	"Phocoena_phocoena__harbor_porpoise__HLphoPho3__GCA_963924675.1"	"Phocoena_phocoena"	"harbor porpoise"	"Delphinus_phocoena,common_porpoise,Phocoenoides_phocoena"	9742	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Phocoenidae; Phocoena"	"HLphoPho3"	"GCA_963924675.1"	"NCBI"	"mPhoPho1.1"	"Chromosome"	"2024-01-29"	"WELLCOME SANGER INSTITUTE"	3726689	110192646	"phocoena_phocoena"
"178"	"Kogia_breviceps__pygmy_sperm_whale__HLkogBre3__GCF_026419965.1"	"Kogia_breviceps"	"pygmy sperm whale"	"Physeter_breviceps"	27615	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Physeteridae; Kogia"	"HLkogBre3"	"GCF_026419965.1"	"NCBI"	"mKogBre1 haplotype 1"	"Chromosome"	"2022-11-27"	"Vertebrate Genomes Project"	42780423	122394096	"kogia_breviceps"
"179"	"Mesoplodon_bidens__Sowerbys_beaked_whale__HLmesBid1__GCA_004027085.1"	"Mesoplodon_bidens"	"Sowerbys beaked whale"	""	48745	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Ziphiidae; Mesoplodon"	"HLmesBid1"	"GCA_004027085.1"	"NCBI"	"MesBid_v1_BIUU"	"Scaffold"	"2019-01-16"	"Broad Institute"	28959	33532	"mesoplodon_bidens"
"180"	"Mesoplodon_bidens__Sowerbys_beaked_whale__HLmesBid2A__GCA_964165515.1"	"Mesoplodon_bidens"	"Sowerbys beaked whale"	"Physeter_bidens"	48745	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Ziphiidae; Mesoplodon"	"HLmesBid2A"	"GCA_964165515.1"	"NCBI"	"mMesBid2.hap1.1"	"Chromosome"	"2024-06-06"	"WELLCOME SANGER INSTITUTE"	3140665	107252728	"mesoplodon_bidens"
"181"	"Mesoplodon_bidens__Sowerbys_beaked_whale__HLmesBid2B__GCA_964148845.1"	"Mesoplodon_bidens"	"Sowerbys beaked whale"	"Physeter_bidens"	48745	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Ziphiidae; Mesoplodon"	"HLmesBid2B"	"GCA_964148845.1"	"NCBI"	"mMesBid2.hap2.1"	"Chromosome"	"2024-06-06"	"WELLCOME SANGER INSTITUTE"	3262972	109547138	"mesoplodon_bidens"
"182"	"Ziphius_cavirostris__Cuviers_beaked_whale__HLzipCav1__GCA_004364475.1"	"Ziphius_cavirostris"	"Cuviers beaked whale"	"goose-beaked_whale"	9760	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Ziphiidae; Ziphius"	"HLzipCav1"	"GCA_004364475.1"	"NCBI"	"ZipCav_v1_BIUU"	"Scaffold"	"2019-03-22"	"Broad Institute"	3606	3608	"ziphius_cavirostris"
"183"	"Ailurus_fulgens__lesser_panda__HLailFul2"	"Ailurus_fulgens"	"lesser panda"	"red_panda"	9649	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ailuridae; Ailurus"	"HLailFul2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2020-07-05"	""	97931	143796361	"ailurus_fulgens"
"184"	"Canis_lupus_familiaris__Dog__HLcanLupFam7__GCF_014441545.1"	"Canis_lupus_familiaris"	"Dog"	"grey_wolf,Canis_lupus_borealis,beagle_dog,Canis_domesticus,Canis_borealis,Canis_familiaris,Canis_canis,dogs,gray_wolf,beagle_dogs"	9615	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis; Canis lupus"	"HLcanLupFam7"	"GCF_014441545.1"	"NCBI"	"ROS_Cfam_1.0"	"Chromosome"	"2020-09-03"	"The Roslin Institute"	12024593	64037277	"canis_lupus_familiaris"
"185"	"Canis_lupus_familiaris__dog__canFam3__GCF_000002285.3"	"Canis_lupus_familiaris"	"dog"	"Canis_familiaris,grey_wolf,beagle_dogs,dogs,beagle_dog,Canis_canis,gray_wolf,Canis_domesticus"	9615	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis; Canis lupus"	"canFam3"	"GCF_000002285.3"	"NCBI"	"CanFam3.1"	"Chromosome"	"2011-11-02"	"Dog Genome Sequencing Consortium"	267478	45876610	"canis_lupus_familiaris"
"186"	"Canis_lupus_familiaris__dog__canFam4__GCA_011100685.1"	"Canis_lupus_familiaris"	"dog"	"Canis_canis,gray_wolf,grey_wolf,Canis_familiaris,Canis_domesticus,dogs,beagle_dogs,beagle_dog"	9615	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis; Canis lupus"	"canFam4"	"GCA_011100685.1"	"NCBI"	"UU_Cfam_GSD_1.0"	"Chromosome"	"2020-03-10"	"Uppsala University"	14840767	64299765	"canis_lupus_familiaris"
"187"	"Canis_lupus_familiaris__dog__canFam5__GCA_005444595.1"	"Canis_lupus_familiaris"	"dog"	"beagle_dogs,Canis_domesticus,gray_wolf,Canis_familiaris,beagle_dog,Canis_canis,grey_wolf,dogs"	9615	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis; Canis lupus"	"canFam5"	"GCA_005444595.1"	"NCBI"	"UMICH_Zoey_3.1"	"Chromosome"	"2019-05-30"	"University of Michigan"	4722218	64204256	"canis_lupus_familiaris"
"188"	"Canis_lupus_familiaris__dog__canFam6__GCF_000002285.5"	"Canis_lupus_familiaris"	"dog"	"beagle_dog,grey_wolf,beagle_dogs,Canis_canis,dogs,Canis_domesticus,gray_wolf,Canis_familiaris"	9615	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Canis; Canis lupus"	"canFam6"	"GCF_000002285.5"	"UCSC"	""	""	"2022-01-14"	""	26759743	63738581	"canis_lupus_familiaris"
"189"	"Lycaon_pictus__African_hunting_dog__HLlycPic3"	"Lycaon_pictus"	"African hunting dog"	"ornate_wolf,painted_hunting_dog,African_wild_dog"	9622	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Lycaon"	"HLlycPic3"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2020-07-12"	""	97659	62683413	"lycaon_pictus"
"190"	"Lycaon_pictus__African_hunting_dog__HLlycPict4A__GCA_040955705.1"	"Lycaon_pictus"	"African hunting dog"	"painted_hunting_dog,ornate_wolf,Hyaena_picta,African_wild_dog"	9622	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Lycaon"	"HLlycPict4A"	"GCA_040955705.1"	"NCBI"	"LycPic1.final.hap2"	"Chromosome"	"2024-08-01"	"University of Copenhagen"	39426608	64477381	"lycaon_pictus"
"191"	"Vulpes_lagopus__Arctic_fox__HLvulLag2__GCF_018345385.1"	"Vulpes_lagopus"	"Arctic fox"	"Alopex_lagopus"	494514	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Canidae; Vulpes"	"HLvulLag2"	"GCF_018345385.1"	"NCBI"	"ASM1834538v1"	"Chromosome"	"2021-05-12"	"Hebei Normal University of Science and Technology"	33460300	131537142	"vulpes_lagopus"
"192"	"Spilogale_gracilis__western_spotted_skunk__HLspiGra1__GCA_004023965.1"	"Spilogale_gracilis"	"western spotted skunk"	""	30551	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mephitidae; Spilogale"	"HLspiGra1"	"GCA_004023965.1"	"NCBI"	"SpiGra_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	63054	85970	"spilogale_gracilis"
"193"	"Pteronura_brasiliensis__giant_otter__HLpteBra2"	"Pteronura_brasiliensis"	"giant otter"	""	9672	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Lutrinae; Pteronura"	"HLpteBra2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2020-08-29"	""	97105	133376390	"pteronura_brasiliensis"
"194"	"Mellivora_capensis__ratel__HLmelCap1__GCA_004024625.1"	"Mellivora_capensis"	"ratel"	"honey_badger"	9664	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Mellivoriane; Mellivora"	"HLmelCap1"	"GCA_004024625.1"	"NCBI"	"MelCap_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	50213	59143	"mellivora_capensis"
"195"	"Zalophus_californianus__California_sea_lion__HLzalCal1__GCA_009762305.1"	"Zalophus_californianus"	"California sea lion"	"California_sealion"	9704	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Otariidae; Zalophus"	"HLzalCal1"	"GCA_009762305.1"	"NCBI"	"mZalCal1.pri"	"Chromosome"	"2019-12-18"	"Vertebrate Genomes Project"	60554208	146931682	"zalophus_californianus"
"196"	"Leptonychotes_weddellii__Weddell_seal__HLlepWed2"	"Leptonychotes_weddellii"	"Weddell seal"	"Leptonychotes_weddelli"	9713	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Leptonychotes"	"HLlepWed2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2022-08-27"	""	46355	131171632	"leptonychotes_weddellii"
"197"	"Mirounga_angustirostris__Northern_elephant_seal__HLmirAng2"	"Mirounga_angustirostris"	"Northern elephant seal"	""	9716	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Mirounga"	"HLmirAng2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2020-07-03"	""	75715	139676048	"mirounga_angustirostris"
"198"	"Neomonachus_schauinslandi__Hawaiian_monk_seal__HLneoSch2"	"Neomonachus_schauinslandi"	"Hawaiian monk seal"	"Monachus_schauinslandi"	29088	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Neomonachus"	"HLneoSch2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2021-11-01"	""	455907	149571140	"neomonachus_schauinslandi"
"199"	"Neomonachus_schauinslandi__Hawaiian_monk_seal__neoSch1__GCF_002201575.1"	"Neomonachus_schauinslandi"	"Hawaiian monk seal"	"Monachus_schauinslandi"	29088	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Neomonachus"	"neoSch1"	"GCF_002201575.1"	"NCBI"	"ASM220157v1"	"Scaffold"	"2017-06-20"	"Johns Hopkins University"	112698	29518589	"neomonachus_schauinslandi"
"200"	"Zalophus_californianus__California_sea_lion__HLzalCali2__GCF_009762305.2"	"Zalophus_californianus"	"California sea lion"	"California_sealion,Otaria_californiana"	9704	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Pinnipedia; Otariidae; Zalophus"	"HLzalCali2"	"GCF_009762305.2"	"NCBI"	"mZalCal1.pri.v2"	"Chromosome"	"2020-07-14"	"Vertebrate Genomes Project"	32626160	147124152	"zalophus_californianus"
"201"	"Ailuropoda_melanoleuca__giant_panda__HLailMel2__GCA_002007445.2"	"Ailuropoda_melanoleuca"	"giant panda"	""	9646	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ailuropoda"	"HLailMel2"	"GCA_002007445.2"	"NCBI"	"ASM200744v2"	"Chromosome"	"2020-04-20"	"Institute of Zoology, Chinese Academy of Sciences"	127363	129245720	"ailuropoda_melanoleuca"
"202"	"Ailuropoda_melanoleuca__giant_panda__HLailMel3__GCA_029963865.1"	"Ailuropoda_melanoleuca"	"giant panda"	""	9646	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ailuropoda"	"HLailMel3"	"GCA_029963865.1"	"NCBI"	"CPB_AME_v1"	"Chromosome"	"2023-05-12"	"Sichuan Key Laboratory of Conservation Biology on Endangered Wildlife"	28556066	134169173	"ailuropoda_melanoleuca"
"203"	"Ursus_maritimus__polar_bear__HLursMar2__GCF_017311325.1"	"Ursus_maritimus"	"polar bear"	"white_bear,Thalarctos_maritimus"	29073	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Ursidae; Ursus"	"HLursMar2"	"GCF_017311325.1"	"NCBI"	"ASM1731132v1"	"Scaffold"	"2021-03-09"	"University of California, Santa Cruz"	206653	72237886	"ursus_maritimus"
"204"	"Cryptoprocta_ferox__fossa__HLcryFer2"	"Cryptoprocta_ferox"	"fossa"	""	94188	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Eupleridae; Euplerinae; Cryptoprocta"	"HLcryFer2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2020-07-31"	""	123817	107277967	"cryptoprocta_ferox"
"205"	"Acinonyx_jubatus__cheetah__HLaciJub3__GCF_027475565.1"	"Acinonyx_jubatus"	"cheetah"	"Felis_jubata"	32536	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Acinonychinae; Acinonyx"	"HLaciJub3"	"GCF_027475565.1"	"NCBI"	"VMU_Ajub_asm_v1.0"	"Chromosome"	"2022-12-28"	"University of Veterinary Medicine"	96827784	144444042	"acinonyx_jubatus"
"206"	"Acinonyx_jubatus__cheetah__HLaciJub2__GCA_003709585.1"	"Acinonyx_jubatus"	"cheetah"	""	32536	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Acinonychinae; Acinonyx"	"HLaciJub2"	"GCA_003709585.1"	"NCBI"	"Aci_jub_2"	"Scaffold"	"2018-10-22"	"Felidae consortium"	179924	48500042	"acinonyx_jubatus"
"207"	"Felis_nigripes__black-footed_cat__HLfelNig2"	"Felis_nigripes"	"black-footed cat"	""	61379	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Felinae; Felis"	"HLfelNig2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2021-04-11"	""	50376	139656774	"felis_nigripes"
"208"	"Felis_catus__domestic_cat__felCat9__GCF_000181335.3"	"Felis_catus"	"domestic cat"	"Felis_domesticus,cats,Felis_silvestris_catus,cat"	9685	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Felinae; Felis"	"felCat9"	"GCF_000181335.3"	"NCBI"	"Felis_catus_9.0"	"Chromosome"	"2017-11-20"	"Genome Sequencing Center (GSC) at Washington University (WashU) School of Medicine"	41915695	83967707	"felis_catus"
"209"	"Puma_concolor__puma__HLpumCon1__GCA_003327715.1"	"Puma_concolor"	"puma"	"Felis_concolor,Panthera_concolor"	9696	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Felinae; Puma"	"HLpumCon1"	"GCA_003327715.1"	"NCBI"	"PumCon1.0"	"Scaffold"	"2018-07-19"	"Broad Institute"	27187	100532876	"puma_concolor"
"210"	"Panthera_onca__jaguar__HLpanOnc1__GCA_004023805.1"	"Panthera_onca"	"jaguar"	""	9690	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera"	"HLpanOnc1"	"GCA_004023805.1"	"NCBI"	"PanOnc_v1_BIUU"	"Scaffold"	"2019-01-15"	"Broad Institute"	62836	116574	"panthera_onca"
"211"	"Panthera_onca__jaguar__HLpanOnc2"	"Panthera_onca"	"jaguar"	""	9690	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera"	"HLpanOnc2"	"DNA Zoo Consortium"	"DNA Zoo Consortium"	""	""	"2020-08-08"	""	50688	132627732	"panthera_onca"
"212"	"Panthera_onca__Jaguar__HLpanOnca3A__GCA_046562875.1"	"Panthera_onca"	"Jaguar"	""	9690	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera"	"HLpanOnca3A"	"GCA_046562875.1"	"NCBI"	"mPanOnc1 haplotype 2"	"Chromosome"	"2025-01-08"	"Genomics of Brazilian Biodiversity"	42469011	148260853	"panthera_onca"
"213"	"Panthera_pardus__leopard__HLpanPar2__GCA_024362965.1"	"Panthera_pardus"	"leopard"	"Leo_pardus"	9691	"Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Panthera"	"HLpanPar2"	"GCA_024362965.1"	"NCBI"	"ASM2436296v1"	"Scaffold"	"2022-07-21"	"Stanford University"	22236240	126810544	"panthera_pardus"
